tconst	averageRating	numVotes
tt11601440	8.5	9
tt11602970	5.1	33
tt1160317	4.3	2247
tt1160319	4.8	9
tt11603828	4.3	1796
tt1160419	8.0	949119
tt1160471	6.7	49
tt1160479	2.8	249
tt1160631	7.8	76
tt1160710	7.2	110
tt1160720	7.9	16
tt1160755	7.7	37
tt11608036	5.7	11
tt1160907	2.7	310
tt1160911	3.7	10
tt11609344	7.1	100
tt1161016	4.9	986
tt11610504	7.5	11
tt11610602	7.3	41
tt11611276	4.6	36
tt11613450	5.3	327
tt1161403	4.2	42
tt1161404	4.4	2501
tt11614126	7.2	92
tt11614308	6.9	12
tt11614472	7.0	544
tt11615038	7.0	1972
tt11615082	8.1	10
tt11615674	7.9	12
tt1161634	6.2	189
tt11618320	7.6	6
tt1162125	4.4	268
tt11621528	6.7	29
tt11623462	7.2	6
tt11623464	5.7	734
tt11624812	6.4	8
tt1162561	1.4	17
tt11629268	5.8	96
tt1163276	5.0	44
tt11632866	8.3	70
tt1163291	8.3	8
tt1163336	7.9	14
tt11634320	5.1	266
tt11634420	5.0	67
tt1163626	2.1	54
tt1163675	7.4	84
tt1163752	7.4	2435
tt1163761	6.3	243
tt11637968	7.3	21
tt1163850	6.1	9
tt11638714	3.5	427
tt11639052	6.4	123
tt11640208	7.7	4372
tt11640536	5.9	1051
tt1164094	6.2	20
tt11646342	2.5	271
tt11646858	7.7	12
tt1164729	7.6	42
tt11647362	7.8	6
tt1164738	7.5	61
tt11648314	8.8	27
tt11650184	8.7	10
tt11650268	8.9	8
tt1165066	5.9	19
tt1165098	6.9	30
tt11651314	7.5	33
tt11651768	6.3	547
tt11651940	7.7	7
tt11652520	7.4	12
tt11653688	8.6	376
tt1165373	8.1	13
tt11654262	8.4	39
tt11655136	7.7	67
tt11655642	9.0	34
tt11655896	4.9	11
tt11655942	4.6	10
tt11655968	5.4	15
tt11655972	6.2	6
tt11656646	6.4	7
tt11656984	8.3	8
tt11658082	6.5	491
tt11658120	5.8	5401
tt11659978	4.5	13
tt1166090	8.8	231
tt1166123	7.6	15
tt11664150	7.1	21
tt11664260	9.0	26
tt11664272	7.8	392
tt11666848	6.9	2124
tt11667808	3.6	485
tt11668412	4.9	83
tt1166871	7.4	560
tt1166976	6.6	7
tt11670198	8.2	21
tt11672118	6.4	5
tt1167304	6.8	35
tt11673242	6.0	27
tt1167345	6.4	877
tt11675270	8.6	83
tt1167686	7.4	382
tt11677286	8.4	93
tt11678530	8.2	50
tt11678912	5.9	197
tt11680472	4.8	1275
tt11680864	6.4	9
tt11680920	6.2	711
tt11680950	7.2	86
tt11680966	8.0	78
tt11681238	6.0	8
tt11681488	8.0	9
tt1168514	4.8	51
tt11685178	7.2	6
tt11685322	7.0	1462
tt11686346	7.3	1224
tt1168671	6.3	23
tt11686834	7.3	26
tt11687032	8.8	10
tt1168710	2.8	25
tt1168764	7.5	73
tt1168773	7.4	387
tt11687852	7.4	25
tt11689036	6.8	19
tt11689090	7.0	301
tt11690034	7.1	11
tt11690150	6.6	54
tt11690384	5.3	150
tt11690402	6.1	54
tt11690802	7.2	106
tt1169152	7.8	13
tt1169164	5.9	43
tt11691714	8.2	10
tt11691722	7.5	1202
tt11692244	7.4	37
tt11693542	2.3	38
tt11693726	3.7	86
tt11694690	5.8	13
tt1169517	6.7	9
tt11696298	6.3	22
tt11696978	7.7	116
tt11697348	6.3	8
tt11697548	7.0	153
tt11697836	7.0	9
tt1169809	5.3	8555
tt1169839	6.2	154
tt11698512	8.6	112
tt11699924	8.5	11
tt1170040	7.2	29
tt1170041	7.0	9
tt11701772	5.3	61
tt1170247	5.6	14
tt11703266	7.1	157
tt1170346	7.4	14
tt11703474	7.7	16
tt11703794	7.1	40
tt1170380	5.8	36
tt11704040	6.2	12523
tt1170405	4.5	1222
tt1170410	6.1	66
tt11706574	6.4	10
tt11707320	6.0	903
tt11708834	8.8	6
tt11709298	8.3	19
tt11710226	8.2	5
tt1171037	1.6	168
tt1171268	5.4	22
tt11712870	8.1	11
tt11714386	6.9	35
tt11714514	7.6	27
tt1171470	7.2	20
tt1171533	3.2	17
tt1171657	8.3	10
tt1171694	5.9	142
tt1171703	3.8	19
tt1171705	5.3	16
tt1171709	3.3	9741
tt11717572	8.3	11
tt11717866	6.2	65
tt11718104	7.6	7
tt11718262	7.8	20
tt11718264	5.4	87
tt11718596	7.5	25
tt11719752	6.8	13
tt1172069	3.3	635
tt1172168	3.9	181
tt11721708	8.3	84
tt11721844	7.2	26
tt1172230	5.1	1447
tt11723768	5.6	5
tt11723890	6.8	15
tt11724100	5.3	24
tt11724834	7.5	482
tt1172523	6.4	99
tt1172539	8.3	31
tt11725460	5.8	5
tt1172571	5.9	19377
tt11729618	5.8	10
tt1172994	6.3	53631
tt1173021	8.6	604
tt11730752	7.6	26
tt11732234	6.3	197
tt1173336	8.7	13
tt1173425	7.2	77
tt1173502	8.1	18
tt1173536	7.8	7
tt1173568	5.4	247
tt1173602	7.7	12
tt1173678	6.1	89
tt1173682	5.7	357
tt11737304	6.4	38
tt11737466	3.2	1717
tt11737594	3.9	15
tt11737724	7.4	5
tt11737772	8.8	3514
tt11737778	7.2	55
tt1173780	3.5	54
tt11738034	5.5	23
tt1173913	7.1	29
tt1173947	6.4	272
tt1174041	3.4	3444
tt1174045	5.4	554
tt11741044	6.0	460
tt11742168	9.0	38
tt11743020	7.3	210
tt11743084	8.3	40
tt11743112	7.2	385
tt11744206	4.4	9
tt11744786	8.8	5
tt11746688	6.6	37
tt1174739	4.5	228
tt1174765	3.3	13
tt11747682	7.8	7
tt11749154	4.0	1057
tt11749408	7.2	177
tt11750090	8.6	25
tt1175051	5.4	10
tt1175115	3.1	9
tt1175299	7.0	11
tt11753722	7.4	75
tt1175389	7.7	14
tt11754462	8.3	15
tt1175491	6.3	50757
tt1175494	8.5	61
tt1175514	6.9	22
tt11755596	7.8	25
tt1175617	5.4	61
tt11756580	7.3	23
tt11757066	7.2	566
tt1175725	5.9	44
tt11758684	6.2	41
tt11758792	4.4	745
tt1175880	7.1	76
tt11760236	4.0	845
tt11760482	2.6	46
tt11760562	7.1	36
tt11761132	7.6	72
tt1176150	5.9	60
tt1176204	6.7	125
tt1176209	6.5	9
tt11762114	5.5	36742
tt1176256	5.6	12
tt1176257	5.9	96
tt11762806	6.3	14
tt11763296	4.1	2000
tt1176419	7.0	33
tt1176439	7.8	15
tt1176441	3.7	138
tt1176453	4.3	195
tt1176471	7.9	26
tt11766318	2.5	469
tt1176640	6.1	230
tt1176641	5.1	62
tt11766554	8.9	8
tt11766720	7.3	72
tt11766812	6.7	13
tt1176721	7.9	10
tt1176729	7.2	90
tt1176730	5.5	298
tt1176733	4.8	554
tt11767722	7.1	4158
tt11767808	6.0	112
tt11769162	3.9	1077
tt1176926	6.8	9
tt1176933	6.5	470
tt1176935	4.8	27
tt1176957	8.3	34
tt1177054	6.5	772
tt1177080	8.4	10
tt1177092	6.6	13
tt11771258	6.2	11
tt1177128	7.2	23
tt1177140	4.4	25
tt11771726	6.7	31
tt11771734	7.2	95
tt1177181	5.6	10
tt1177188	7.9	27
tt11772386	6.2	21
tt11773504	7.6	27
tt11773696	6.3	35
tt11775236	3.6	349
tt11777510	3.7	242
tt11777738	7.5	31275
tt11778202	4.4	9
tt11778920	7.7	11
tt11779612	7.8	174
tt11779642	4.7	177
tt11780858	6.2	11
tt1178127	5.4	13
tt1178197	7.9	6168
tt11782840	8.0	11
tt11783138	8.5	14
tt11783766	5.3	18278
tt11783988	6.4	1231
tt11784746	5.8	9
tt1178504	2.4	38
tt1178508	7.1	387
tt1178579	7.2	25
tt1178592	5.7	20
tt11786168	5.9	7
tt1178620	5.3	17
tt1178641	7.5	22
tt11786600	7.0	13
tt1178662	7.0	25
tt11786688	3.1	41
tt1178989	9.0	47
tt11790044	6.3	104
tt1179026	4.7	225
tt1179028	6.7	13
tt11790352	3.7	347
tt11790902	7.2	263
tt11791798	7.7	14
tt11792650	7.4	10
tt11795990	5.4	65
tt1179811	6.3	138
tt11798142	6.7	13
tt1179817	4.9	21262
tt1179914	6.2	508
tt11799556	3.9	13
tt11800836	8.1	111
tt1180288	6.6	10
tt11802992	7.7	2776
tt1180311	6.7	949
tt11803268	6.6	16
tt1180337	4.5	92
tt11804480	6.7	11
tt11807270	6.3	10
tt1180786	8.3	10
tt1180796	4.6	28
tt11808308	4.7	121
tt11808942	7.4	15401
tt11809046	3.1	33
tt11810546	7.1	1056
tt1181181	6.3	43
tt11813348	7.8	20
tt1181453	6.3	10
tt1181465	5.4	8
tt11814822	8.2	13
tt1181541	6.8	8771
tt11815758	7.6	2699
tt1181712	4.2	263
tt11818426	6.2	564
tt11818438	5.6	21
tt11818452	7.3	49
tt1181919	6.5	1306
tt1181920	6.3	2039
tt11820824	4.8	6
tt11821130	6.0	13
tt1182241	7.1	11
tt11822590	3.3	20
tt11826010	6.3	33
tt11826274	8.2	81
tt11826862	5.4	259
tt11827790	5.3	57
tt11828456	9.7	75
tt1182854	7.7	7
tt1182855	5.2	8
tt11828618	8.0	16
tt11829142	5.2	1680
tt11829380	4.8	14
tt1182942	3.3	250
tt1182972	6.2	12995
tt1183043	7.7	33
tt1183143	7.8	541
tt1183148	5.7	35
tt1183195	6.6	290
tt11832046	6.1	8996
tt11832346	6.1	69
tt1183301	4.4	209
tt1183352	6.6	1101
tt1183366	5.5	109
tt11834006	4.8	33
tt11834102	7.0	139
tt11834148	9.2	12
tt11834540	6.4	58
tt1183478	4.9	1374
tt1183569	6.4	1555
tt11835972	5.2	103
tt1183658	6.0	495
tt1183899	4.3	28
tt1183901	6.6	65
tt1183918	7.7	36
tt11839358	7.7	18
tt11840016	6.0	190
tt11840678	6.6	9
tt11841850	8.6	11
tt11844688	4.9	10
tt11844982	8.1	56
tt11846980	3.0	18
tt11847740	8.5	6
tt11848864	4.0	5
tt1184942	5.6	83
tt1184945	4.6	38
tt1184982	3.9	17
tt1184984	5.9	16
tt1184987	4.1	10
tt1184999	3.8	16
tt1185027	4.6	10
tt11852070	8.7	10
tt1185231	6.4	72
tt1185235	4.1	472
tt1185251	7.6	254
tt11853364	6.8	920
tt11853512	7.2	6
tt1185365	8.2	48
tt1185384	6.6	250
tt1185419	7.5	27
tt1185426	8.1	15
tt11854780	7.9	87
tt1185521	4.2	8
tt11855826	2.3	290
tt11859012	5.3	7947
tt11859914	7.1	26
tt11860154	7.9	16
tt11860210	8.8	6
tt11860336	3.8	161
tt11860876	6.0	6
tt11861188	3.9	11
tt11861362	7.1	157
tt11861938	8.5	1054
tt1186238	6.6	188
tt1186336	5.8	195
tt1186339	4.5	133
tt11863394	9.0	286
tt11864668	5.8	22
tt11865384	6.0	9
tt1186575	6.0	45
tt11866140	8.4	112
tt11866324	7.1	245974
tt1186665	5.8	41
tt1186747	8.1	21
tt11867542	5.5	18
tt11867616	6.3	14
tt11867906	8.5	26
tt1186956	7.6	67
tt1187027	5.0	55
tt11871074	5.3	3866
tt11872836	7.2	29
tt11874906	6.1	127
tt11875030	6.7	13
tt11876478	7.0	48
tt1187900	6.3	20
tt11882158	8.8	16
tt11883886	5.0	319
tt11884020	6.5	8
tt11884616	8.6	80
tt11885358	6.4	8
tt11885576	4.7	158
tt1188564	7.5	8
tt11885878	3.4	5
tt11886600	7.5	10
tt11886678	5.9	47
tt1188677	7.2	101
tt1188710	7.1	107
tt1188715	5.6	10
tt11887316	7.4	1846
tt11887694	5.3	387
tt11889292	7.1	11
tt1188996	7.9	119265
tt1189003	6.2	337
tt1189005	8.4	95
tt1189042	8.0	169
tt11892008	7.3	38
tt11892034	5.6	675
tt11892448	7.2	10
tt1189321	4.8	84
tt11893452	4.3	17
tt1189361	6.4	204
tt11893676	5.3	2660
tt1189386	8.2	23
tt11896074	7.1	1770
tt11898186	5.8	14
tt11898920	6.3	1493
tt11899162	6.7	37
tt11899554	6.7	9
tt11899882	5.0	303
tt11900444	6.8	39
tt1190079	7.5	45
tt1190086	6.8	16
tt1190124	5.1	66
tt1190177	5.8	46
tt11903004	6.2	1972
tt11903166	8.2	13
tt1190369	8.9	17
tt1190429	7.0	22
tt11904878	4.6	294
tt11905144	9.2	11
tt11905274	9.3	50
tt1190536	7.4	53111
tt11905394	5.1	217
tt11905678	6.3	77
tt11905848	6.0	521
tt11905972	6.3	59
tt1190697	8.4	171
tt11907884	7.8	450
tt11908822	7.3	111
tt1190931	8.3	786
tt11910134	7.8	520
tt11910162	7.1	28
tt1191129	7.2	54
tt11911634	3.8	7
tt11911734	5.1	41
tt11912042	4.1	125
tt11914034	8.8	10
tt11916296	7.8	36
tt11916718	5.7	268
tt11917636	5.2	19
tt11917930	5.0	83
tt11918258	5.2	67
tt11918392	5.6	10
tt1192116	5.6	37
tt11921266	7.3	10
tt11922698	4.8	393
tt11924028	8.1	111
tt1192431	6.6	4241
tt11924796	7.6	33
tt1192599	6.6	9
tt1192625	3.5	160
tt11928520	7.7	50
tt1192862	5.6	67
tt11928652	8.1	9
tt1192873	6.8	50
tt11928796	5.3	38
tt11929078	4.0	12
tt11929598	4.0	71
tt11929804	8.7	399
tt1193088	5.8	2163
tt11931044	7.1	22
tt11931276	6.2	32
tt11932678	5.4	509
tt1193456	7.3	34
tt11934564	5.4	12
tt11934846	7.0	21843
tt11934970	6.7	9
tt11935214	7.5	522
tt11935328	7.0	6
tt1193626	6.8	206
tt11936366	5.9	36
tt11937662	6.8	11589
tt1193973	6.4	94
tt11940818	7.6	32
tt11941288	6.4	5
tt1194153	6.6	14
tt11941776	5.0	429
tt11942042	7.5	13
tt11942098	6.4	24
tt1194223	5.1	116
tt1194229	6.3	132
tt1194244	8.2	16
tt1194357	7.6	25
tt1194423	2.7	431
tt11945060	7.5	45
tt11945408	6.6	13
tt1194572	4.5	51
tt1194612	7.3	3140
tt1194620	7.8	7207
tt11946272	6.7	110
tt1194660	6.3	137
tt11946628	7.2	11
tt11947200	6.6	22
tt11949478	7.1	14
tt11950404	6.9	106
tt11951618	7.2	5
tt11952068	8.6	10
tt11953228	5.2	113
tt11956702	6.4	9
tt11956992	4.7	51
tt11957206	2.8	32
tt11957348	8.1	30
tt1195744	5.8	9
tt11957580	5.6	12
tt11958790	7.2	155
tt11960282	7.0	447
tt11960940	7.0	40
tt1196141	6.2	61412
tt1196185	4.7	10
tt11963350	8.3	6
tt1196338	3.2	331
tt11963936	6.0	6
tt1196478	6.3	104
tt11965726	6.8	81
tt1196601	3.5	282
tt1196617	5.8	68
tt1196701	7.3	89
tt11967166	9.3	9
tt11967314	8.2	42
tt11968698	3.9	18
tt1196939	6.1	50
tt1196946	8.2	210724
tt11973726	6.0	8
tt1197611	8.1	12
tt11979852	8.0	8
tt11980636	9.8	13
tt1198094	5.0	48
tt1198101	6.0	14079
tt1198119	6.0	13
tt1198139	8.4	66
tt11981478	6.1	100
tt1198168	6.7	27
tt1198196	7.4	4234
tt11983362	8.2	10
tt1198344	9.4	22
tt1198346	3.6	458
tt1198406	8.4	7
tt11986052	7.0	121
tt11987258	5.7	370
tt11990446	7.9	10
tt11990744	7.8	217
tt11991748	7.4	11544
tt11992370	5.2	492
tt11994042	6.7	15
tt1199488	4.0	30
tt1199494	6.8	795
tt1199568	5.6	11
tt11996588	7.2	48
tt1199787	6.5	24
tt11998960	7.2	12
tt11999258	8.4	93
tt11999602	6.2	914
tt11999966	6.0	581
tt1200061	6.8	245
tt1200078	7.4	398
tt12001410	6.3	88
tt12003372	8.4	66
tt12004278	6.4	13
tt12007944	8.0	9
tt1200805	8.1	8
tt12009240	6.3	95
tt12009432	6.9	8
tt12010752	2.7	8
tt1201087	8.1	10
tt1201091	6.4	7
tt1201166	9.1	12
tt12013768	8.4	11
tt12013784	4.0	10
tt12014840	8.1	106
tt12015352	4.6	1027
tt1201557	5.1	747
tt1201645	7.5	28
tt1201658	6.2	1167
tt1202056	6.8	170
tt1202089	4.6	15
tt12021598	8.0	164
tt1202160	6.6	592
tt12022704	5.6	55
tt1202292	7.6	14
tt1202353	5.8	40
tt1202362	5.9	87
tt1202538	4.9	195
tt1202564	8.1	43
tt1202654	4.0	135
tt12026652	5.5	401
tt12026722	5.2	237
tt12026834	6.5	40
tt12032640	9.0	6
tt1203269	8.2	536
tt12034384	3.6	137
tt12036040	5.3	10
tt12036844	8.1	30
tt12037256	4.4	27
tt12037302	6.0	16
tt1204205	7.3	24
tt1204215	7.0	28
tt12043116	5.1	11
tt1204317	4.6	6
tt12043194	7.6	59
tt12047640	5.4	5
tt1204779	5.1	34
tt1204782	9.0	150
tt1205001	7.6	43
tt1205052	9.2	9
tt1205065	6.1	267
tt1205067	8.5	12
tt12051136	5.7	31
tt12053992	5.9	47
tt12054712	6.4	60
tt1205481	8.5	14
tt1205482	9.6	9
tt1205511	6.1	7
tt12055222	6.4	23
tt1205541	7.0	128
tt1205564	6.8	16
tt12056104	5.2	14
tt12057234	4.2	1141
tt1205755	5.8	6
tt12057590	7.3	65
tt12058086	8.2	67
tt1205836	7.3	61
tt12059016	5.0	2284
tt12059644	8.1	619
tt12060182	3.9	793
tt12061214	7.1	14
tt1206165	7.3	56
tt1206282	7.8	22
tt1206335	5.9	54
tt1206345	6.6	289
tt1206475	7.0	96
tt1206492	8.7	31
tt1206534	5.0	66
tt12065390	8.6	9
tt1206543	6.7	128249
tt12065888	8.0	10
tt1206655	5.5	63
tt12070030	5.0	5
tt12070418	5.6	319
tt12070880	7.7	18
tt12072206	7.9	70
tt1207527	5.3	9
tt12075440	7.2	52
tt12076024	6.1	47
tt12076032	6.8	6
tt12076274	8.2	33
tt12078088	7.6	83
tt12078340	1.7	34
tt1207888	6.5	19
tt1207918	7.9	18
tt1207973	7.4	13
tt1208650	5.0	186
tt1208673	8.0	10
tt12088246	6.7	7
tt1208928	7.8	20
tt12089780	4.7	15
tt12090286	7.5	62
tt12092650	7.6	8
tt12092784	2.8	91
tt12092994	8.3	6
tt12093678	7.8	30
tt1209378	5.2	2879
tt12093782	8.9	8
tt1209452	7.4	123
tt12097846	6.6	14
tt12098900	4.2	23
tt12099816	9.6	6
tt12100044	7.2	242
tt1210049	7.8	11
tt12100528	6.9	20
tt1210077	5.3	33
tt1210095	7.1	74
tt1210101	6.1	496
tt1210191	4.4	22
tt12102050	4.5	20
tt1210314	4.3	18
tt1210341	7.0	77
tt1210347	6.4	158
tt1210363	7.0	20
tt12104216	9.6	17
tt12104418	5.4	8
tt1210542	7.1	10
tt12105770	8.4	99
tt1210820	7.4	3538
tt1210846	7.0	21
tt12109046	9.1	24
tt12110586	5.5	37
tt1211353	4.9	1091
tt12115110	5.9	10
tt12115514	6.4	6
tt12116104	8.2	31
tt12117588	7.3	37
tt1211875	9.3	7
tt1211978	8.1	15
tt1212016	6.8	74
tt1212095	7.3	12
tt12121054	7.7	205
tt1212124	8.2	43
tt1212151	5.8	7
tt12124200	6.8	22
tt1212903	7.1	131
tt1213607	4.8	16
tt1213617	5.6	236
tt1213636	5.5	18
tt1213637	8.1	13
tt1213648	6.2	51095
tt12137036	6.5	12
tt1213750	6.6	81
tt12138520	7.6	29
tt12138528	4.5	684
tt12138838	8.1	86
tt1213887	7.1	10
tt1213889	6.5	91
tt1213921	6.5	334
tt1213922	5.7	915
tt1213928	7.1	953
tt12141544	8.0	14
tt12142132	6.5	19
tt12142142	6.8	32
tt12142914	7.3	140
tt12145554	4.1	87
tt12146198	5.8	12
tt12146448	6.2	449
tt12146810	3.9	8
tt12148314	9.3	564
tt12149972	7.5	47
tt1215012	6.6	9
tt1215055	8.0	9
tt12150698	5.5	9
tt12151820	6.4	3357
tt12153588	8.8	80
tt12153942	7.1	56
tt12156002	8.1	799
tt12158188	6.4	14
tt12158838	7.0	103
tt12159766	2.5	1823
tt12159970	6.4	5
tt12160966	8.7	10
tt1216133	6.8	27
tt1216196	7.2	1122
tt12162206	7.2	12
tt12164416	5.0	820
tt12164796	8.1	26
tt1216492	6.4	113381
tt12165974	7.0	9
tt12166890	6.1	33
tt12167458	6.4	91
tt12170328	2.2	11
tt1217070	6.5	10814
tt12170914	1.3	12
tt1217208	7.3	1565
tt12174436	4.2	110
tt12175558	6.7	10
tt12176066	7.8	24
tt1217631	6.6	478
tt12176398	6.6	483
tt1217641	7.2	53
tt1217643	5.3	307
tt12176660	8.0	14
tt12176824	8.0	16
tt1217735	6.9	17
tt12177808	6.9	447
tt12179456	5.5	28
tt12179496	7.4	22
tt12179904	6.7	249
tt12180508	4.8	715
tt12182226	5.3	358
tt12182440	6.5	1286
tt12183016	7.2	31
tt1218510	6.1	275
tt12186572	5.9	37
tt12186700	8.7	11
tt12187550	6.1	86
tt12187586	7.3	1074
tt12188452	6.0	92
tt12188698	6.3	26
tt12188706	7.2	6
tt1218981	7.8	59
tt12191458	6.1	13
tt1219153	5.2	93
tt1219167	8.4	18
tt12192580	8.7	10
tt1219306	5.2	8
tt1219341	7.3	8
tt1219348	6.5	15
tt12193510	7.3	54
tt12193518	5.8	138
tt12194000	5.1	1074
tt12194004	6.9	37
tt12194082	6.5	9
tt12194646	7.6	42
tt12196730	9.3	44
tt1219708	3.5	160
tt1219718	7.2	18
tt12197552	7.5	14
tt12197698	8.2	20923
tt12198136	5.2	6
tt1219862	5.0	71
tt1219863	7.1	12
tt1219975	5.8	26
tt1220046	8.4	16
tt1220111	5.2	518
tt1220214	5.9	10459
tt12203804	9.1	15
tt12203840	4.2	30
tt12204160	6.0	98
tt12204302	7.2	110
tt12204682	7.4	10
tt1220560	8.2	34
tt12205746	5.4	7
tt12205864	7.0	18
tt12205876	8.0	19
tt12207684	4.0	14
tt1220899	6.1	94
tt12209150	5.4	10
tt1221129	5.7	307
tt12211696	6.0	258
tt1221187	8.7	14
tt1221361	6.5	71
tt1221365	8.0	9
tt12214676	7.0	57
tt12214814	9.2	12
tt12214912	4.5	41
tt12216206	6.5	15
tt12216632	8.2	6
tt12217108	7.8	10
tt12217128	6.9	96
tt12217162	6.8	78
tt12217326	5.7	9
tt12217840	5.6	203
tt12217860	8.7	27
tt1221867	2.5	304
tt1221932	3.1	235
tt1221972	7.8	28
tt12221602	8.2	372
tt1222330	4.9	718
tt12225684	6.2	73
tt12227394	3.2	200
tt12228014	7.2	325
tt12228772	7.2	5
tt12228784	8.5	8
tt12230470	7.7	25
tt1223171	7.6	16
tt1223180	6.9	20
tt1223195	7.7	16
tt12232180	7.2	7
tt12233592	4.0	17
tt12234100	7.3	10
tt1223450	7.9	139
tt1223465	5.3	26
tt12235136	6.8	6
tt12236236	6.9	18
tt1223925	8.0	9
tt12239686	6.8	7
tt1224020	8.9	32
tt12240724	6.3	7
tt12241056	6.4	11
tt12241936	8.7	39
tt12243398	7.8	46
tt1224367	7.1	127
tt1224381	7.9	357
tt1224465	4.4	22
tt12244694	5.9	235
tt1224473	7.2	16
tt12245446	7.6	13
tt12245506	6.0	12
tt12245570	9.4	52
tt12246190	7.9	3374
tt12246606	7.5	46
tt12249950	7.7	7
tt12250634	5.6	64
tt12251662	6.9	73
tt12252010	6.7	19
tt1225290	6.8	1939
tt1225296	6.1	1980
tt1225298	5.8	9
tt1225302	5.2	1326
tt12255758	5.7	70
tt1225703	5.9	538
tt12257158	6.5	408
tt12257956	7.9	17
tt1225810	6.8	20
tt1225822	6.1	51127
tt12258686	7.8	540
tt1225873	6.1	12
tt12261448	6.3	7
tt12261776	5.4	99239
tt1226251	6.4	4279
tt12263568	7.5	8
tt12263686	8.2	17
tt12263842	8.7	41
tt1226448	3.8	33
tt1226691	6.0	6
tt1226715	4.4	8
tt1226745	5.7	85
tt12271820	7.2	7
tt12271984	8.3	10
tt12272530	4.2	13
tt12273826	5.4	9
tt12274982	6.3	10
tt12275096	5.2	49
tt12275196	7.1	42
tt1227539	6.3	52
tt1227727	6.0	100
tt1227777	6.5	310
tt1227789	4.5	2341
tt1227790	4.2	97
tt1227802	8.7	1798
tt1227822	7.1	175
tt1227869	7.4	16
tt1227884	4.8	18
tt1227927	2.6	420
tt12280576	7.5	50
tt12280764	5.6	198
tt12283106	8.8	27
tt12285116	5.8	1152
tt12286896	6.8	859
tt1228744	5.9	50
tt12287474	9.0	6
tt1228773	7.5	8
tt12287948	6.9	18
tt12288734	6.3	18
tt1228933	5.2	9290
tt1228988	9.2	189
tt12291822	7.5	838
tt1229284	7.9	61
tt1229401	6.7	5950
tt1229413	7.2	23755
tt12294186	6.7	35
tt12295472	6.8	35
tt1229765	7.4	16
tt1229776	6.1	10
tt12297834	6.1	152
tt1229790	7.0	104
tt1229819	6.2	15
tt1229875	7.5	16
tt12299942	5.7	675
tt1230040	8.0	56
tt12300598	7.2	65
tt12300810	5.6	18
tt1230138	8.0	20
tt1230366	5.9	125
tt1230387	6.0	1027
tt1230430	8.0	23
tt1230471	8.6	25
tt1230487	6.6	24
tt12305386	6.6	6
tt1230545	4.8	877
tt12305554	6.0	38
tt1230561	6.7	38
tt12311920	6.8	68
tt12312912	6.5	249
tt12314072	5.5	41
tt12316330	8.0	8
tt12317724	8.3	71
tt12319056	8.2	13
tt12319826	7.8	186
tt1232060	4.0	22
tt12322110	9.2	10
tt1232276	8.4	18
tt12323268	6.3	34
tt12323942	5.0	76
tt12324036	7.7	125
tt12324366	7.0	41330
tt12325326	3.3	98
tt12326110	6.7	151
tt1232776	7.3	66534
tt1233103	7.2	30
tt12331174	6.2	57
tt1233190	6.7	30
tt1233199	6.2	54
tt1233227	6.0	130353
tt1233427	6.4	589
tt1233446	5.2	11
tt1233465	6.0	10
tt1233503	6.7	293
tt1233507	5.9	60
tt1233519	6.3	204
tt1233534	6.4	21
tt1233539	6.7	17
tt1233579	7.5	213
tt1233609	7.7	10
tt1233611	7.4	697
tt12338246	4.5	2780
tt12338584	6.1	97
tt12338956	3.9	158
tt12339374	6.6	380
tt1234014	6.8	50
tt12341002	5.4	11
tt1234253	7.6	18
tt12343132	4.5	17
tt12343534	8.5	148621
tt12343910	4.8	8
tt1234664	4.0	17
tt12348910	5.3	629
tt12350092	4.2	222
tt1235058	5.3	190
tt12350928	8.8	9
tt1235099	8.0	131271
tt12351148	6.3	65
tt1235123	7.0	12
tt12351276	8.1	133
tt12351532	6.8	51
tt12354254	5.1	11
tt12354278	5.6	8
tt1235444	9.2	12
tt1235448	5.2	13326
tt1235451	9.0	6
tt1235460	8.3	7
tt1235534	7.7	2158
tt12355912	5.6	32
tt12356350	6.5	368
tt12356516	5.9	21
tt12357496	3.3	115
tt12358130	8.2	17
tt12358316	4.2	70
tt1235861	7.5	37
tt1236227	8.0	37
tt1236229	5.6	10
tt12362380	6.7	132
tt12362542	7.2	53
tt12362696	8.2	53
tt1236326	8.1	44
tt1236407	7.8	13
tt1236413	6.5	22
tt1236420	6.1	10
tt1236468	7.8	206
tt12367916	6.3	116
tt12368910	9.0	10
tt12369020	8.0	10
tt12369624	7.5	8
tt12370412	6.3	45
tt1237109	8.3	23
tt12375818	6.4	9
tt1237800	7.0	34
tt1237836	7.4	11
tt1237844	4.6	162
tt12379168	7.0	11
tt1237932	4.8	138
tt12379352	7.0	5
tt1237942	6.4	8
tt12379878	6.4	12
tt12381962	6.7	281
tt12383108	7.7	6
tt12383360	3.7	178
tt12384428	7.9	483
tt1238717	3.2	99
tt12387500	8.0	132
tt1238759	6.9	74
tt1238826	5.4	7
tt1238850	7.8	104
tt1238897	7.5	37
tt12389030	6.1	495
tt12389620	5.8	15
tt1238965	7.5	74
tt12390038	8.5	18
tt1239007	7.4	58
tt12390492	7.0	8
tt1239105	6.9	15
tt1239147	7.4	123
tt1239148	6.3	154
tt12392260	6.8	9
tt1239234	4.7	61
tt12392376	8.4	9
tt1239239	6.5	19
tt12392844	5.2	16
tt12393110	5.4	10
tt12393378	5.2	52
tt12393688	9.2	8
tt1239394	6.7	146
tt1239448	6.0	23
tt12398172	8.4	6
