tconst	averageRating	numVotes
tt0099320	4.5	48
tt0099330	3.5	176
tt0099342	5.8	893
tt0099357	4.4	219
tt0099363	7.5	2228
tt0099376	4.7	346
tt0099392	6.1	350
tt0099397	5.5	1266
tt0099401	4.8	3519
tt0099409	5.4	8906
tt0099430	5.6	586
tt0099432	6.0	702
tt0099445	4.8	548
tt0099450	5.7	3373
tt0099456	6.6	50
tt0099471	6.4	20
tt0099487	7.9	544205
tt0099501	6.0	249
tt0099511	7.2	26
tt0099539	7.6	10
tt0099540	5.8	37
tt0099541	5.1	174
tt0099583	5.4	29
tt0099600	7.7	71
tt0099606	5.5	2117
tt0099613	2.6	227
tt0099648	4.2	542
tt0099652	7.7	5254
tt0099653	7.1	246873
tt0099674	7.6	437677
tt0099697	5.0	13302
tt0099724	5.5	497
tt0099730	6.6	50
tt0099736	5.5	52
tt0099737	4.7	92
tt0099751	6.8	233
tt0099755	7.4	51
tt0099764	6.1	565
tt0099771	7.1	58
tt0099795	5.4	10
tt0099800	6.5	17268
tt0099816	6.5	3311
tt0099857	6.9	649
tt0099870	7.7	23
tt0099954	7.0	23
tt0099970	8.1	12
tt0099994	5.0	20423
tt0100030	4.9	23
tt0100044	7.5	3073
tt0100047	6.4	1218
tt0100053	4.9	5486
tt0100054	6.4	35131
tt0100071	6.1	183
tt0100079	5.2	1520
tt0100092	5.4	211
tt0100104	5.3	55
tt0100107	5.9	9199
tt0100108	4.1	1012
tt0100109	4.8	50
tt0100116	3.2	858
tt0100123	6.3	207
tt0100133	6.9	31311
tt0100152	5.2	3106
tt0100197	5.9	77
tt0100207	5.8	131
tt0100213	5.1	139
tt0100215	6.2	21
tt0100226	6.1	32
tt0100234	8.2	24767
tt0100244	7.6	16
tt0100261	5.0	2388
tt0100266	5.2	1149
tt0100274	6.5	1677
tt0100293	5.1	45
tt0100298	6.6	7
tt0100317	4.1	142
tt0100330	6.6	771
tt0100345	5.4	14
tt0100347	6.1	322
tt0100351	7.0	477
tt0100358	5.0	10
tt0100393	7.0	332
tt0100395	6.7	20365
tt0100398	2.0	46
tt0100416	3.9	147
tt0100425	4.4	561
tt0100427	4.4	62
tt0100428	3.9	122
tt0100432	6.7	123
tt0100472	5.6	356
tt0100507	5.4	155376
tt0100529	6.2	376
tt0100534	6.2	247
tt0100573	5.5	14
tt0100590	6.8	115
tt0100594	6.7	14248
tt0100595	6.2	453
tt0100596	3.4	87
tt0100611	5.4	3072
tt0100635	6.1	62
tt0100639	4.5	3639
tt0100666	5.3	4075
tt0100691	6.1	2942
tt0100704	6.6	79
tt0100716	5.4	16
tt0100722	4.1	348
tt0100726	2.8	8
tt0100744	4.1	9
tt0100767	5.4	89
tt0100776	6.4	242
tt0100781	6.3	86
tt0100817	5.0	339
tt0100819	6.6	122
tt0100847	6.5	163
tt0100854	4.6	71
tt0100878	7.0	140
tt0100880	4.5	10
tt0100881	5.1	1380
tt0100889	6.1	293
tt0100890	7.2	94
tt0100913	7.0	19
tt0100914	8.8	23
tt0100976	5.6	32
tt0100988	8.1	45
tt0100989	4.4	96
tt0100995	6.0	212
tt0100999	4.5	37
tt0101032	6.9	1789
tt0101051	7.6	33
tt0101079	6.5	31
tt0101101	7.1	44
tt0101102	7.4	60
tt0101109	6.4	199
tt0101110	7.6	121
tt0101122	7.7	36
tt0101133	7.3	42
tt0101137	6.5	21
tt0101145	8.2	77
tt0101148	7.2	69
tt0101160	5.2	5
tt0101167	6.0	30
tt0101168	7.6	147
tt0101169	8.2	3018
tt0101199	7.5	2449
tt0101230	8.0	51
tt0101243	5.4	131
tt0101281	6.6	405
tt0101289	7.3	65
tt0101303	5.8	52
tt0101329	6.5	29235
tt0101345	6.8	553
tt0101348	6.7	68
tt0101369	4.9	360
tt0101416	5.5	294
tt0101425	7.1	67
tt0101467	4.2	1059
tt0101499	7.0	43
tt0101501	5.1	693
tt0101507	7.8	161397
tt0101508	6.8	128
tt0101541	3.4	263
tt0101558	8.5	30
tt0101571	5.9	64
tt0101572	6.4	102
tt0101585	7.3	23
tt0101636	4.0	687
tt0101637	7.9	11
tt0101650	5.9	149
tt0101658	6.8	707
tt0101704	6.0	800
tt0101718	6.2	281
tt0101723	5.7	181
tt0101733	7.2	4797
tt0101741	4.9	364
tt0101744	4.3	1498
tt0101746	6.9	6065
tt0101759	4.9	81
tt0101763	6.8	3748
tt0101766	6.2	350
tt0101771	7.8	8
tt0101780	5.7	442
tt0101795	6.3	10
tt0101828	4.6	126
tt0101862	6.6	87582
tt0101865	5.3	131
tt0101871	5.3	116
tt0101882	4.7	490
tt0101889	7.5	93645
tt0101895	5.4	17
tt0101905	7.2	36
tt0101923	7.4	519
tt0101928	3.2	248
tt0101945	7.1	322
tt0101946	7.0	51
tt0101957	5.9	36
tt0101968	3.6	30
tt0101984	6.5	9956
tt0102032	6.5	2266
tt0102042	5.5	88
tt0102057	6.8	281405
tt0102064	5.4	14
tt0102076	4.5	182
tt0102104	7.4	28
tt0102116	6.9	10052
tt0102148	5.3	667
tt0102210	3.8	1630
tt0102221	4.4	136
tt0102252	8.2	34
tt0102271	4.4	227
tt0102288	7.1	3901
tt0102296	4.6	379
tt0102297	6.6	54
tt0102314	5.3	29
tt0102318	3.4	270
tt0102344	5.6	24
tt0102366	5.6	10
tt0102372	6.2	46
tt0102396	4.6	1290
tt0102461	3.2	8
tt0102467	7.5	887
tt0102478	7.0	546
tt0102482	6.3	1343
tt0102487	7.2	473
tt0102498	5.8	27
tt0102525	6.8	328
tt0102545	5.7	447
tt0102562	5.9	1325
tt0102604	4.5	138
tt0102616	4.7	310
tt0102617	7.0	24
tt0102618	4.1	279
tt0102622	5.5	54
tt0102647	5.0	139
tt0102664	7.1	119
tt0102671	4.6	139
tt0102697	5.7	596
tt0102698	6.8	35
tt0102702	5.6	56
tt0102710	4.2	223
tt0102733	4.7	752
tt0102735	5.1	319
tt0102739	6.7	63
tt0102748	4.5	20
tt0102777	6.7	170
tt0102799	3.8	470
tt0102814	5.3	144
tt0102819	6.3	110
tt0102831	6.1	142
tt0102840	6.9	501
tt0102842	7.3	2477
tt0102849	5.4	5357
tt0102853	5.5	36
tt0102860	5.1	3354
tt0102884	5.4	37
tt0102902	6.7	69
tt0102910	4.9	1432
tt0102917	7.0	643
tt0102922	5.8	76
tt0102928	6.3	301
tt0102930	6.5	291
tt0102944	5.3	14
tt0102955	8.1	38
tt0102956	6.1	23
tt0102959	4.8	6
tt0102972	4.7	19
tt0102983	4.2	18
tt0102985	6.3	135
tt0102986	6.7	749
tt0102987	7.2	311
tt0102989	5.8	687
tt0102994	4.7	1026
tt0103015	5.9	346
tt0103025	6.2	127
tt0103031	6.8	7
tt0103036	6.0	1022
tt0103039	5.1	7175
tt0103066	7.0	8
tt0103078	7.1	1959
tt0103084	4.3	95
tt0103098	6.6	13
tt0103123	7.2	288
tt0103152	7.5	49
tt0103155	5.8	22
tt0103162	6.8	220
tt0103176	7.5	3966
tt0103198	6.3	21
tt0103205	5.2	546
tt0103226	5.6	10
tt0103246	6.5	92
tt0103324	5.4	20
tt0103330	6.2	91
tt0103340	6.4	433
tt0103341	7.0	11
tt0103365	5.4	288
tt0103368	6.0	17
tt0103377	8.2	34
tt0103392	7.0	68
tt0103399	7.2	82
tt0103405	6.8	14376
tt0103407	7.3	304
tt0103415	7.9	381
tt0103417	7.6	3207
tt0103436	7.2	188
tt0103440	7.4	52
tt0103451	6.5	158
tt0103455	6.7	55
tt0103468	8.8	570
tt0103471	8.1	298
tt0103474	7.3	126
tt0103514	8.4	1479
tt0103519	7.6	116
tt0103520	5.2	4371
tt0103525	6.0	40
tt0103532	6.1	18
tt0103561	7.3	30
tt0103566	6.5	47
tt0103573	8.3	11
tt0103577	6.5	35
tt0103646	6.7	23
tt0103659	8.5	17
tt0103661	4.4	9
tt0103669	7.6	64
tt0103704	7.5	7017
tt0103748	3.1	75
tt0103754	6.3	237
tt0103755	8.0	6
tt0103783	5.8	5646
tt0103792	5.7	56
tt0103832	6.4	57
tt0103834	4.9	168
tt0103848	5.2	1892
tt0103854	3.5	271
tt0103871	7.0	11
tt0103926	7.0	1981
tt0103949	7.0	1229
tt0103956	5.2	48696
tt0103960	5.7	128
tt0103969	7.9	4066
tt0103992	7.5	36
tt0104006	5.7	8600
tt0104011	6.2	138
tt0104037	7.4	15
tt0104048	4.9	49
tt0104051	6.8	587
tt0104053	5.8	8441
tt0104057	6.6	3552
tt0104068	6.5	381
tt0104073	7.0	15217
tt0104093	5.4	62
tt0104097	5.6	241
tt0104111	7.1	443
tt0104122	6.0	302
tt0104166	7.2	9
tt0104182	3.7	39
tt0104218	4.1	222
tt0104224	7.5	158
tt0104278	5.4	181
tt0104298	5.1	857
tt0104310	6.6	114
tt0104322	6.0	790
tt0104327	6.0	46
tt0104336	7.0	71
tt0104337	7.0	16
tt0104342	5.8	142
tt0104346	6.5	11115
tt0104400	5.3	850
tt0104409	5.5	36498
tt0104428	5.9	627
tt0104437	4.9	48063
tt0104439	8.4	28
tt0104456	6.1	79
tt0104463	3.9	119
tt0104470	6.4	167
tt0104478	6.4	1154
tt0104489	6.2	257
tt0104498	5.2	331
tt0104499	5.1	299
tt0104535	6.1	31
tt0104556	7.7	406
tt0104557	5.2	27
tt0104574	5.5	47
tt0104576	6.1	557
tt0104579	6.6	183
tt0104588	5.3	171
tt0104589	6.1	36
tt0104592	4.9	130
tt0104612	6.6	1242
tt0104659	5.5	28
tt0104671	5.2	207
tt0104673	5.2	296
tt0104678	4.8	121
tt0104723	7.0	8
tt0104737	7.2	70
tt0104761	5.9	1650
tt0104777	6.3	194
tt0104818	7.2	70
tt0104821	6.0	127
tt0104829	5.9	57
tt0104832	6.8	21
tt0104833	5.5	161
tt0104835	4.9	182
tt0104837	3.5	2633
tt0104854	4.6	185
tt0104858	7.7	98
tt0104870	5.7	3468
tt0104877	3.7	23
tt0104896	5.4	27
tt0104897	5.5	8508
tt0104920	6.3	98
tt0104937	7.1	249
tt0104954	5.3	865
tt0105073	5.0	2006
tt0105098	5.1	15
tt0105102	6.0	36
tt0105112	6.8	124199
tt0105147	4.0	249
tt0105162	4.4	1176
tt0105188	6.6	1852
tt0105200	7.4	274
tt0105215	5.0	336
tt0105218	6.9	65
tt0105223	5.8	64
tt0105238	7.7	24
tt0105253	5.8	88
tt0105286	6.8	15
tt0105303	5.2	65
tt0105312	6.7	375
tt0105318	6.7	19
tt0105326	5.9	118
tt0105328	7.1	4159
tt0105344	5.3	187
tt0105354	5.6	71
tt0105382	7.3	561
tt0105386	6.3	226
tt0105413	7.2	461
tt0105424	7.6	1168
tt0105438	7.7	2263
tt0105466	6.3	14774
tt0105478	5.6	248
tt0105513	6.3	62
tt0105550	4.5	141
tt0105562	4.4	260
tt0105571	6.0	61
tt0105589	6.1	322
tt0105601	6.4	412
tt0105608	4.8	319
tt0105609	8.6	27
tt0105611	7.4	134
tt0105619	6.6	4890
tt0105626	6.0	435
tt0105628	6.3	146
tt0105643	3.0	35618
tt0105667	7.6	159
tt0105676	5.1	256
tt0105684	5.1	43
tt0105711	6.1	131
tt0105744	7.1	858
tt0105751	6.7	77
tt0105756	6.0	153
tt0105762	4.4	73
tt0105784	5.6	10
tt0105801	4.1	343
tt0105808	6.7	139
tt0105812	6.8	101657
tt0105850	5.5	23
tt0105858	6.2	75
tt0105861	5.3	16
tt0105865	6.3	91
tt0105887	7.3	29
tt0105892	6.1	43
tt0105908	6.4	191
tt0105911	5.8	667
tt0105923	4.6	31
tt0105924	7.0	357
tt0105928	7.2	4733
tt0105946	8.4	35834
tt0105954	7.2	215
tt0105959	5.6	18
tt0105969	7.0	115
tt0105970	2.7	297
tt0105975	6.0	11
tt0105978	7.9	27
tt0105987	7.3	126
tt0106006	7.6	453
tt0106012	3.8	22
tt0106030	7.3	1041
tt0106031	7.4	122
tt0106037	5.9	31
tt0106039	7.2	1320
tt0106040	7.6	134
tt0106050	7.5	13
tt0106057	6.7	27638
tt0106063	8.2	421
tt0106066	7.3	65
tt0106086	6.4	72
tt0106095	6.3	135
tt0106096	3.9	22
tt0106113	4.0	724
tt0106126	6.7	8095
tt0106130	6.8	14
tt0106148	8.3	4440
tt0106176	7.8	61
tt0106188	6.8	5750
tt0106210	6.7	71
tt0106224	3.7	58
tt0106237	4.6	557
tt0106241	7.1	88
tt0106249	7.4	179
tt0106273	7.8	11324
tt0106283	5.5	114
tt0106304	7.2	317
tt0106323	5.1	1134
tt0106329	5.4	350
tt0106332	8.1	34901
tt0106339	6.7	6792
tt0106349	5.7	17
tt0106352	5.9	12
tt0106364	7.8	60070
tt0106367	8.6	3115
tt0106395	4.6	577
tt0106427	5.9	258
tt0106457	7.0	190
tt0106458	7.6	570
tt0106466	5.2	4270
tt0106487	7.1	64
tt0106489	7.8	171009
tt0106503	4.8	151
tt0106536	5.7	984
tt0106544	6.1	4630
tt0106570	7.2	44
tt0106613	4.2	9368
tt0106621	6.8	194
tt0106653	4.9	155
tt0106665	4.6	455
tt0106673	6.9	58554
tt0106677	7.6	207103
tt0106690	8.2	8
tt0106706	4.2	209
tt0106745	6.0	32
tt0106756	6.5	15
tt0106769	7.1	538
tt0106772	7.7	72
tt0106776	7.2	70
tt0106800	8.1	155
tt0106808	6.4	403
tt0106809	5.2	109
tt0106822	4.0	522
tt0106831	6.5	14
tt0106835	5.9	9
tt0106842	8.4	1339
tt0106854	6.1	69
tt0106873	5.7	8307
tt0106898	6.7	279
tt0106915	5.1	838
tt0106931	5.8	546
tt0106939	7.1	42
tt0106977	7.8	331574
tt0107001	7.6	803
tt0107027	6.5	6275
tt0107032	3.8	34
tt0107035	5.1	140
tt0107058	6.7	214
tt0107068	6.6	112
tt0107078	5.7	149
tt0107084	5.5	767
tt0107098	5.3	194
tt0107108	4.3	185
tt0107134	6.7	725
tt0107135	6.4	37
tt0107144	6.6	100237
tt0107146	6.6	2253
tt0107157	7.0	2162
tt0107163	6.0	50
tt0107190	5.0	61
tt0107209	7.2	9457
tt0107272	5.0	84
tt0107273	4.5	224
tt0107276	6.7	476
tt0107298	7.1	34
tt0107302	6.7	60217
tt0107304	3.6	60
tt0107309	6.3	443
tt0107316	4.2	231
tt0107330	7.5	1527
tt0107335	6.8	56
tt0107355	6.3	92
tt0107393	4.8	81
tt0107402	6.7	121
tt0107436	7.4	14
tt0107440	5.3	368
tt0107442	6.6	14
tt0107448	5.4	680
tt0107462	6.6	128
tt0107519	4.9	105
tt0107521	5.6	96
tt0107524	7.5	29
tt0107532	6.3	9
tt0107535	7.2	293
tt0107561	5.0	1182
tt0107565	5.4	734
tt0107575	6.5	184
tt0107582	6.5	156
tt0107597	4.5	1022
tt0107607	6.0	544
tt0107609	5.6	27
tt0107616	7.3	53828
tt0107625	7.9	2257
tt0107645	2.7	10
tt0107650	6.4	106
tt0107668	5.4	7229
tt0107682	4.1	162
tt0107687	3.2	36
tt0107690	7.1	49
tt0107694	5.9	186
tt0107696	5.3	577
tt0107710	7.0	136
tt0107714	5.7	35
tt0107731	7.4	1300
tt0107738	5.7	28
tt0107779	5.2	572
tt0107798	6.6	99837
tt0107816	6.0	397
tt0107828	6.4	34
tt0107845	5.2	13
tt0107867	5.5	48
tt0107880	6.7	116
tt0107894	5.1	2920
tt0107913	6.5	54
tt0107946	5.1	32
tt0107960	5.7	61
tt0107987	6.2	122
tt0108012	6.6	97
tt0108015	7.9	15
tt0108035	6.5	112
tt0108045	4.1	1713
tt0108059	6.6	975
tt0108093	5.3	99
tt0108101	7.3	20969
tt0108117	6.2	424
tt0108137	5.8	1344
tt0108158	6.1	68
tt0108180	6.2	248
tt0108184	6.0	11
tt0108228	3.3	135
tt0108232	5.0	86
tt0108236	5.9	33
tt0108237	3.6	165
tt0108243	5.2	946
tt0108245	6.4	748
tt0108275	4.7	2366
tt0108285	6.3	235
tt0108292	6.6	46
tt0108293	6.2	2226
tt0108294	2.4	24
tt0108309	6.5	687
tt0108319	6.6	228
tt0108324	5.3	430
tt0108328	7.3	4001
tt0108343	7.2	544
tt0108347	7.3	743
tt0108388	6.0	2601
tt0108403	5.0	35
tt0108405	6.5	198
tt0108422	6.5	81
tt0108461	6.3	3886
tt0108478	5.5	210
tt0108487	6.2	76
tt0108510	3.0	43
tt0108515	7.4	4582
tt0108528	5.4	239
tt0108529	5.7	201
tt0108556	6.1	4319
tt0108569	5.5	1869
tt0108583	6.9	3041
tt0108590	6.1	181
tt0108599	6.5	34
tt0108608	7.3	426
tt0108614	5.9	1319
tt0108620	5.4	134
tt0108622	6.7	476
tt0108668	8.2	67
tt0108683	7.4	154
tt0108686	7.1	131
tt0108702	6.4	29
tt0108734	7.8	9364
tt0108751	8.8	7
tt0108774	7.4	89
tt0108786	5.8	8
tt0108792	7.0	145
tt0108802	5.8	9
tt0108804	6.4	271
tt0108810	6.3	92
tt0108814	4.5	24
tt0108817	5.4	9
tt0108822	7.6	82
tt0108829	7.2	6525
tt0108836	7.8	23
tt0108839	7.3	837
tt0108854	7.8	93
tt0108875	7.9	43
tt0108876	7.9	3160
tt0108894	6.8	11679
tt0108895	6.8	1885
tt0108902	5.4	180
tt0108922	6.2	233
tt0108924	8.1	55
tt0108929	7.7	92
tt0108940	4.1	11
tt0108952	6.4	10
tt0108956	6.6	676
tt0108957	6.2	144
tt0108971	6.8	86
tt0108972	8.1	110
tt0108984	6.4	197
tt0109011	7.1	15
tt0109020	7.1	9186
tt0109026	6.3	27
tt0109030	6.1	129
tt0109034	6.7	2214
tt0109052	5.6	236
tt0109093	6.7	7268
tt0109101	6.1	247
tt0109118	7.0	65
tt0109123	5.8	564
tt0109146	7.0	6
tt0109192	6.2	24
tt0109216	5.4	8
tt0109262	6.0	159
tt0109291	6.3	38
tt0109306	6.4	8498
tt0109310	6.4	55
tt0109323	5.2	699
tt0109331	7.2	269
tt0109360	3.8	619
tt0109372	6.4	908
tt0109385	6.3	177
tt0109407	4.8	60
tt0109413	6.2	281
tt0109438	6.7	62
tt0109445	7.7	236344
tt0109447	5.5	8939
tt0109460	4.3	285
tt0109462	7.6	191
tt0109489	6.1	94
tt0109515	3.8	1576
tt0109521	6.9	152
tt0109525	5.2	16
tt0109536	4.0	408
tt0109562	5.1	242
tt0109571	3.3	36
tt0109577	4.1	56
tt0109579	7.2	27869
tt0109601	6.8	118
tt0109661	5.4	717
tt0109667	5.8	109
tt0109699	6.5	2396
tt0109703	5.6	77
tt0109708	7.4	34
tt0109710	4.6	407
tt0109757	6.3	100
tt0109758	4.3	7518
tt0109772	6.0	57
tt0109775	3.7	349
tt0109858	4.4	1477
tt0109884	5.5	812
tt0109890	5.8	20489
tt0109891	4.9	9036
tt0109918	7.2	21
tt0109947	5.4	42
tt0109956	4.8	319
tt0109960	4.1	198
tt0109963	6.8	39
tt0109975	7.0	105
tt0109991	6.8	238
tt0109992	6.1	76
tt0110013	6.4	124
tt0110017	6.4	2892
tt0110024	5.2	671
tt0110028	7.9	45
tt0110029	5.6	122
tt0110044	5.1	1706
tt0110060	4.5	482
tt0110081	8.3	21328
tt0110101	6.9	209
tt0110108	3.9	640
tt0110118	4.2	260
tt0110134	4.0	519
tt0110149	4.4	30
tt0110154	7.5	25
tt0110156	4.5	160
tt0110167	6.4	46532
tt0110170	6.1	326
tt0110172	5.7	27
tt0110184	7.4	7
tt0110222	7.6	19880
tt0110225	6.4	10
tt0110234	6.8	10
tt0110246	6.8	513
tt0110251	7.1	1265
tt0110258	6.4	28
tt0110277	7.8	14
tt0110278	7.1	689
tt0110293	3.2	32
tt0110297	7.1	342
tt0110305	5.8	6866
tt0110337	5.5	42
tt0110351	4.8	230
tt0110355	5.9	181
tt0110372	6.8	22
tt0110397	5.0	65
tt0110410	4.5	1995
tt0110422	5.5	133
tt0110423	7.4	93
tt0110437	6.4	347
tt0110442	5.6	28890
tt0110443	6.3	40878
tt0110445	6.9	159
tt0110468	6.7	120
tt0110470	6.4	105
tt0110473	7.2	68
tt0110502	3.8	19
tt0110510	4.7	148
tt0110514	5.7	25
tt0110528	4.5	270
tt0110529	5.2	679
tt0110546	7.0	8936
tt0110552	5.8	305
tt0110598	7.2	43542
tt0110612	5.5	11949
tt0110623	5.6	1803
tt0110635	6.3	11
tt0110657	4.6	35537
tt0110658	5.7	23
tt0110670	7.2	50
tt0110682	6.7	22
tt0110686	4.2	19
tt0110694	7.4	81
tt0110699	6.4	43
tt0110721	7.0	600
tt0110724	5.2	156
tt0110762	6.7	45
tt0110773	7.0	143
tt0110784	6.4	235
tt0110788	5.9	31
tt0110804	3.8	336
tt0110809	6.1	658
tt0110832	7.1	4005
tt0110844	7.5	44
tt0110849	5.1	481
tt0110884	6.6	8
tt0110889	7.1	11327
tt0110893	6.0	700
tt0110912	8.9	2321280
tt0110930	5.2	21
tt0110935	6.7	50
tt0110939	6.2	4043
tt0110942	6.4	3375
tt0110943	6.6	626
tt0110947	6.9	27
tt0110950	6.6	55623
tt0110955	6.9	27612
tt0110960	4.0	161
tt0110997	6.5	52296
tt0111000	7.8	117
tt0111021	6.3	2794
tt0111035	4.8	294
tt0111042	4.2	82
tt0111058	6.5	552
tt0111066	6.4	175
tt0111095	4.9	65
tt0111097	6.4	119
tt0111144	6.0	222
tt0111159	4.2	785
tt0111167	6.0	27
tt0111168	2.7	545
tt0111193	6.7	153
tt0111199	5.8	546
tt0111200	6.5	16
tt0111230	5.9	123
tt0111239	5.9	319
tt0111250	5.8	25
tt0111257	7.3	406452
tt0111258	6.2	200
tt0111269	4.6	69
tt0111278	6.2	9
tt0111325	5.0	106
tt0111328	6.3	67
tt0111392	6.4	13
tt0111395	6.0	10
tt0111407	5.5	115
tt0111408	7.5	1831
tt0111429	4.2	5
tt0111469	6.7	204
tt0111470	5.4	2288
tt0111475	7.1	99
tt0111504	6.5	42
tt0111516	7.4	38
tt0111547	4.2	469
tt0111553	6.7	83
tt0111574	6.5	81
tt0111583	6.8	332
tt0111585	6.4	8
tt0111590	7.3	5422
tt0111598	7.9	120
tt0111600	4.0	634
tt0111603	6.7	111
tt0111611	7.6	385
tt0111618	6.4	134
tt0111685	8.1	11
tt0111694	6.3	237
tt0111700	6.7	246
tt0111739	7.1	157
tt0111757	5.6	225
tt0111765	6.4	620
tt0111786	8.1	5906
tt0111792	6.3	359
tt0111795	4.9	13
tt0111816	3.9	15
tt0111827	6.0	7
tt0111846	5.7	44
tt0111855	4.7	130
tt0111857	7.6	66
tt0111913	7.0	807
tt0111914	7.1	389
tt0111919	7.0	167
tt0111930	3.7	17
tt0111945	6.9	20227
tt0111947	7.7	104
tt0111979	7.6	13
tt0112005	7.0	24
tt0112013	4.2	9
tt0112039	6.7	145
tt0112044	7.7	840
tt0112062	8.1	1063
tt0112067	7.6	641
tt0112070	6.0	27
tt0112086	8.2	2552
tt0112108	6.8	57
tt0112116	7.6	80
tt0112123	7.8	33889
tt0112124	7.0	86
tt0112133	7.1	815
tt0112166	7.5	2480
tt0112167	7.4	21134
tt0112176	4.0	8
tt0112178	7.9	80577
tt0112188	5.5	18
tt0112203	7.3	46
tt0112204	6.4	101
tt0112269	3.6	246
tt0112273	6.2	357
tt0112275	7.4	33
tt0112292	5.5	455
tt0112314	6.7	227
tt0112342	5.7	4516
tt0112343	6.6	104
tt0112362	7.0	1602
tt0112381	6.3	148
tt0112413	5.2	13
tt0112428	6.4	26
tt0112435	5.7	6766
tt0112438	4.3	6256
tt0112457	4.9	200
tt0112489	5.8	148
tt0112495	6.5	5571
tt0112517	5.9	260
tt0112539	5.5	326
tt0112568	5.0	322
tt0112581	5.2	67
tt0112593	6.1	211
tt0112599	4.1	553
tt0112604	6.3	2127
tt0112626	4.6	308
tt0112629	4.1	57
tt0112649	3.6	488
tt0112652	6.5	214
tt0112656	5.9	501
tt0112665	6.6	239
tt0112681	7.4	24483
tt0112713	7.7	31
tt0112728	7.2	41
tt0112759	6.7	245
tt0112760	5.7	31771
tt0112766	3.5	423
tt0112772	6.0	499
tt0112782	4.3	1289
tt0112784	7.2	18
tt0112785	6.8	21
tt0112835	5.6	447
tt0112836	6.1	179
tt0112853	3.8	180
tt0112864	7.6	419205
tt0112867	4.6	883
tt0112875	6.6	136
tt0112884	4.8	137
tt0112895	4.5	3077
tt0112905	6.8	24
tt0112910	5.7	289
tt0112916	4.9	327
tt0112931	5.5	316
tt0112939	6.0	873
tt0112955	5.3	1032
tt0112961	7.0	204
tt0112966	6.6	19127
tt0112975	6.9	19
tt0112986	6.9	55
tt0113030	5.6	430
tt0113033	5.7	704
tt0113041	6.1	43042
tt0113051	6.2	26
tt0113063	5.5	1306
tt0113091	6.2	563
tt0113092	3.4	854
tt0113118	7.2	130199
tt0113120	5.8	145
tt0113122	4.9	777
tt0113131	5.5	1833
tt0113151	6.8	710
tt0113153	6.5	5627
tt0113154	6.3	24
tt0113193	6.6	48
tt0113250	7.4	28
tt0113260	4.7	211
tt0113270	7.3	502
tt0113277	8.3	750606
tt0113283	6.6	845
tt0113294	6.0	294
tt0113297	4.8	84
tt0113303	5.3	7771
tt0113321	6.6	15389
tt0113330	6.1	210
tt0113344	3.0	12
tt0113361	4.0	593
tt0113398	6.4	771
tt0113419	6.0	32009
tt0113421	7.5	4570
tt0113451	5.3	14777
tt0113455	5.6	244
tt0113479	8.1	14
tt0113481	5.6	78329
tt0113483	7.6	3543
tt0113505	9.0	7
tt0113533	5.2	1753
tt0113550	6.1	534
tt0113552	5.9	20665
tt0113553	6.2	73
tt0113555	7.8	36
tt0113557	7.2	2206
tt0113566	7.6	10
tt0113570	6.8	17
tt0113591	4.6	37
tt0113604	7.2	187
tt0113606	6.7	358
tt0113610	8.6	32
tt0113630	5.6	106
tt0113639	6.0	54
tt0113643	6.7	57
tt0113647	6.2	278
tt0113659	8.2	40
tt0113685	6.2	19
tt0113697	6.1	70
tt0113708	5.3	249
tt0113713	4.3	13
tt0113721	4.0	97
tt0113761	6.0	24
tt0113765	5.4	20
tt0113770	4.9	20
tt0113774	7.2	1416
tt0113786	6.0	207
tt0113810	6.3	77
tt0113827	4.9	239
tt0113885	3.5	16
tt0113918	6.8	2269
tt0113937	7.0	242
tt0113968	6.1	62
tt0113987	7.0	33561
tt0113992	7.0	892
tt0114020	5.4	630
tt0114037	4.4	260
tt0114041	5.2	308
tt0114052	5.6	369
tt0114071	4.1	234
tt0114080	5.3	155
tt0114095	6.5	7611
tt0114133	5.9	21
tt0114166	4.4	24
tt0114170	4.5	326
tt0114175	4.1	293
tt0114180	7.6	2849
tt0114185	5.0	14
tt0114188	3.4	4115
tt0114210	5.3	1152
tt0114220	4.6	18
tt0114231	5.4	4582
tt0114261	8.0	59
tt0114266	7.2	2625
tt0114267	4.9	383
tt0114268	5.4	2246
tt0114279	7.3	15952
tt0114303	5.4	2185
tt0114310	6.8	824
tt0114311	5.9	15
tt0114313	7.0	177
tt0114328	4.6	28
tt0114332	6.6	109
tt0114354	7.0	1705
tt0114369	8.6	1897301
tt0114412	6.6	88
tt0114437	6.1	4761
tt0114439	4.8	40
tt0114447	4.1	175
tt0114485	6.3	322
tt0114499	6.7	138
tt0114510	6.0	165
tt0114517	6.8	105
tt0114536	4.7	1116
tt0114567	5.9	16
tt0114571	5.3	3036
tt0114581	4.6	118
tt0114616	5.2	176
tt0114648	4.5	628
tt0114660	6.7	30492
tt0114664	8.3	37
tt0114683	3.3	1264
tt0114686	7.7	103
tt0114693	2.8	158
tt0114749	4.7	50
tt0114756	6.0	12
tt0114760	4.5	13
tt0114768	6.6	15
tt0114774	6.6	1531
tt0114809	7.4	19
tt0114854	6.1	125
tt0114859	5.5	32
tt0114864	7.2	619
tt0114866	6.2	249
tt0114886	5.3	76
tt0114890	6.6	33
tt0114918	4.2	243
tt0114936	6.7	369
tt0114939	7.7	264
tt0114947	7.8	11
tt0114990	5.9	147
tt0114994	3.8	145
